;id;text;crisis_label
0;1219665054242611200;"RT @BadalonaMar: Onades de 4-5 metres i vents de 60-65km/h a #Badalona 

#Pontdelpetroli #Gloria https://t.co/ZCQRVLFa0u";1
1;1219665090380734466;"RT @emergenciescat: Una vuitantena de municipis catalans mantenen els seus plans d'emergències municipals activats pel fenomen #Gloria

#IN…";1
2;1219665102066143239;"RT @MonPlaneta: ⛔️ Sis línies de tren i una dotzena de carreteres tallades pel temporal Glòria

https://t.co/x2FY1Pi5kz";1
3;1219665105593356289;RT @VilaWeb: El conseller d'Interior, Miquel Buch, ha comparegut des de Girona per a demanar prudència als ciutadans #Glòria https://t.co/x…;1
4;1219665109573914624;Temporal Gloria i a Glòries et fan treballar així. Vergonya de centre comercial amb el perill que hi ha! https://t.co/0d8BTuodbM;1
5;1219665116322521093;RT @emergenciescat: El Congost baixa amb una gran força (aquí al pas per Granollers). Extremeu la prudència. #Gloria https://t.co/XpBnfRVT04;1
6;1219665146932494336;RT @emergenciescat: .@Renfe informa R1-RG1 Adif comunica que es suspèn la circulació de trens entre Arenys de Mar i Maçanet per condicions…;1
7;1219665154058727424;RT @QuimTorraiPla: Seguint l’evolució del temporal #Gloria. Continuen activats els plans #VENTCAT, #INUNCAT i #NEUCAT. Cal que tothom tingu…;1
8;1219665182852616192;RT @emergenciescat: .@Renfe informa @rod1cat - @rod4cat: Per arbre caigut sobre la zona de vies interrompuda la circulació de trens entre M…;1
9;1219665212393033729;RT @etpxavier: Tot i el temporal #gloria, els alumnes de 1r farmàcia han arribat al @CosmoCaixa per realitzar l'activitat sobre les neurone…;1
10;1219665298288193538;RT @112: Estem rebent un gran volum de trucades per demanar informació, no per informar d'emergències. Això pot endarrerir la resposta oper…;1
11;1219665338838724608;RT @VilaWeb: Per què el temporal ha omplert d’escuma Tossa de Mar? #Gloria https://t.co/2awH0e7opG;1
12;1219665404999667719;"RT @rembadalona: Se'ns inunda el club, necessitem suport. 
Degut al temporal, el nostre club ha sofert danys i inundacions i no disposem de…";1
13;1219665419692318720;"RT @pepsunye: La platja de la Mora (Tarragona) engolida pel temporal Gloria.
Informa @tarragonaradio  https://t.co/lDphfB8ssq";1
14;1219665423093944320;RT @SERGirona: Tallats els accessos a les platges de #Llafranc, #Tamariu i Calella de #Palafrugell. #Gloria;1
15;1219665432011051008;Tinc el paraigua més bonic de Catalunya. Gràcies, #Gloria per no deixar-me'l lluir.;1
16;1219665432468164609;"RT @transit: Molta precaució a la carretera 

⛔ Evita trajectes innecessaris a les zones afectades pel temporal #Gloria 

#SCT #INUNCAT #VE…";1
17;1219665264888942592;RT @mossos: ⚠ Molta precaució en qualsevol desplaçament. Consulteu l'evolució del temporal #Gloria #INUNCAT #NEUCAT #VENTCAT;1
18;1219665438692593664;RT @mossos: ⚠ Molta precaució en qualsevol desplaçament. Consulteu l'evolució del temporal #Gloria #INUNCAT #NEUCAT #VENTCAT https://t.co/7…;1
19;1219665526835892230;RT @casals_neus: Mentre el temporal “Gloria” ( a veure si busquen noms masculins) causa destrucció i morts al litoral català, una nena cont…;1
20;1219665565763145733;RT @XavierKstillon: #temporalTV3 #llevantada #Gloria Un sincer homenatge als milers de paraigües caiguts avui en combat. https://t.co/HXMML…;1
21;1219665662190202882;"RT @CreuRojaGirona: Habilitamos albergue provisional en  Sant Gregori de forma preventiva conjuntamente con Protecció Civil. 

#Gloria #INU…";1
22;1219665667655372801;RT @VilaWeb: Una dona ha patit ferides de diversa consideració per la caiguda al damunt de part d'un mur a l'exterior d'un supermercat de B…;1
23;1219665675238694913;RT @PereRF: La pertorbació #Gloria ens ha deixat ja prous proves per posar algun arquitecte municipal a la presó?, la seva incompetència co…;1
24;1219665686412304385;RT @CarmelaStC: Precaució i infinites gràcies a la feina sempre present de @emergenciescat @AVPCsantcugat @bomberscat @policiastc @GIEADFSCV;1
25;1219665691810455555;RT @linformatiuSPM: #SantaPerpètua va registrar aquest #20gener gairebé una cinquantena d'incidències durant l'episodi de vent  i @ajuntame…;1
26;1219665698244452352;RT @SecretsVila: Onades de 14m, fortes ventades, pluja intensa, fred... a @SecretsVila ens agrada q vingueu a comprar, però avui millor que…;1
27;1219665702468104193;RT @bomberscat: Continuem treballant amb una alta simultaneïtats d’incidències, majoritàriament causades pel #VENTCAT #INUNCAT. Des de les…;1
28;1219665704602996749;RT @324cat: La no-platja de Tossa. El temporal Gloria està canviant algunes postals del litoral de Catalunya. A Tossa de Mar, la llevantada…;1
29;1219665774022930433;"RT @ajpalafrugell: MOLTA ATENCIÓ!
S'han tallat al trànsit tots els accessos a les platges del municipi #Llafranc #Tsmariu #CalelladePalafru…";1
30;1219665820126793736;RT @Infocamptgn: El temporal Gloria deixa sense passeig marítim municipis del Garraf i el Baix Penedès / Els ajuntaments demanen a la pobla…;1
31;1219665864825475073;RT @gencatgirona: Segueixen les reunions operatives de seguiment de l'episodi d'alerta meteorològica del temporal #Gloria, amb el #conselle…;1
32;1219665922165760002;RT @bdncom: Inusual imatge de l'aigua del mar arribant fins al pont de l'Avinguda Martí Pujol de #Badalona. #temporal https://t.co/ZoxH27i5…;1
33;1219691289471541248;RT @bdncom: Inusual imatge de l'aigua del mar arribant fins al pont de l'Avinguda Martí Pujol de #Badalona. #temporal;1
34;1219666023273713669;"RT @scgramenet: TOTALMENT PROHIBIT L'ACCÉS AL PARC FLUVIAL DEL BESÒS. 
Alerta per inundació del parc. Evacuada la zona i tancats els acceso…";1
35;1219666119310675968;RT @MataroNoticies: Última hora: Una onada s’emporta el far que hi havia situat a la punta de l’espigó del Port de #Mataró #Gloria https://…;1
36;1219666120149491712;RT @lore_efyc: Gràcies a tots els professionals que avui estan cuidant de totes les persones i ho estan fent en unes condicions molt difíci…;1
37;1219666141515276289;"RT @btveltemps: Encara podria intensificar-se més l'efecte de la borrasca #GloriaBCN 

Així t'ho expliquem des de la Barceloneta
https://t.…";1
38;1219666213355376640;RT @BeaEsporrin: Sembla que a #Gloria no li agrada l'estat de la Devesa i ens ha regalat un parell d'estanys al Camp de Mart. No sé què dir…;1
39;1219666213632200704;Al delta de l'Ebre, el temporal Gloria ha fet desaparèixer el braç del Trabucador https://t.co/371OATY1xW;1
40;1219666304665358336;RT @txell79: Les onades entren pel pas subterrani, completament inundat davant l’estació de tren de Badalona. A la Rambla la força del vent…;1
41;1219666334562312192;Activem l'alberg provisional a Barcelona per a persones sense llar afectades per la Gloria #VENTCAT;1
42;1219667938183172097;RT @CreuRojaCAT: Activem l'alberg provisional a Barcelona per a persones sense llar afectades per la Gloria #VENTCAT https://t.co/jCyQDKYdJC;1
43;1219666358033690624;"RT @324cat: És una de les imatges més curioses que ha deixat el temporal Gloria: els carrers de Tossa de Mar plens d’escuma 
https://t.co/E…";1
44;1219666422701395968;RT @radioarenys: Aquí podeu veure com està afectant el temporal de llevant al litoral arenyenc. https://t.co/KNt22RvrGm #Gloria #gloriastor…;1
45;1219666550883586049;"Que pari d'una puta vegada ""Gloria"" dels collons.";1
46;1219669264367603713;RT @alfcongostrina: El temporal #Gloria afecta a la zona litoral de #Barcelona #Temporalgloria https://t.co/lHExqEp8Z8;1
47;1219669308596539392;"RT @agentsruralscat: Segueix activa l'alerta pel temporal #Gloria 
❌ No us acosteu a rius, rieres i torrents.
❌ No us apropeu a zones bosco…";1
48;1219669373104873472;RT @cristianucio: Platja de la Goleta a Tavernes de la Valldigna. #Gloria #TemporalApunt #tavernesdelavalldigna #paisvalencia desconec l'au…;1
49;1219669427232309249;"RT @HelenaLaDa: Costa Platja Casablanca d'Almenara
#Gloria #temporal #mediterrani #Almenara @apuntnoticies #paísvalencià https://t.co/ZzOSC…";1
50;1219669503472218118;RT @emergenciescat: .@aigua_cat informa que el riu Onyar al seu pas per Girona ciutat s'ha estabilitzat. Tot i així, s'espera l'entrada d'u…;1
51;1219669531980902400;"RT @aigua_cat: L'estació d'aforament que es troba al pont de Torroella de Montgrí, #riuter , mesura un cabal de 325m3/s 
#INUNCAT #llevanta…";1
52;1219669613430046720;EN DIRECTE: Caos a Catalunya per la pitjor part de la borrasca Glòria https://t.co/R8ngIeiY9I;1
53;1219669615661535235;RT @ERCViladecans: Arbres caiguts, sostres falsos per terra... seguim de prop els efectes del temporal #Gloria a #Viladecans en el dia en q…;1
54;1219669636993732610;Potser no fa tanta gràcia el Gloria aquest, tot i que la natura està sempre on ha estat, nosaltres no;1
55;1219669736839139331;☔#ALERTA | Aquesta nit, terribles aiguats a Catalunya. La llevantada deixarà més de 200 l/m2 en zones de la costa i… https://t.co/AIGtkLZOjw;1
56;1219670401430716416;@matarocat ☔#ALERTA | Aquesta nit, terribles aiguats a Catalunya. La llevantada deixarà més de 200 l/m2 en zones de… https://t.co/aMSyKjl9cF;1
57;1219671857630208002;RT @elnacionalcat: ☔#ALERTA | Aquesta nit, terribles aiguats a Catalunya. La llevantada deixarà més de 200 l/m2 en zones de la costa i del…;1
58;1219669849175207938;Competició aferrissada a #ElPrat pel que fa al rècord d'arrencada d'arbres entre el Ministeri de Foment i el temporal #Gloria.;1
59;1219669887934717952;"RT @324cat: El temporal Gloria esborra platges a la Costa Daurada #TemporalTV3
https://t.co/Q15P2asBO4 https://t.co/0OdPid9Xn4";1
60;1219669889734139909;RT @CorisaMediaGrup: Repassem les diverses incidències pel temporal #Glòria a la comarca del #Ripollès https://t.co/ERsGZ2iebO;1
61;1219669909321474049;Afectacions en la segona jornada del Temporal Gloria https://t.co/exEi020HIq via Sitges;1
62;1219670127085588482;Riu tordera continua amb la crescuda! #tordera #Gloria https://t.co/xw0BOaKxeR;1
63;1219670140993855488;La borrasca #gloria en Mallorca, zona de levante, Portocolom. https://t.co/qQlP9QEnkb;1
64;1219670171541000193;RT @324cat: Al barri de la Barceloneta, a Barcelona, el revestiment d'una paret ha caigut, probablement a conseqüència del vent i la pluja…;1
65;1219670207716823040;RT @tv3cat: ⚠ Seguim pendents dels efectes del temporal Gloria i avui no farem ni @senseficcio ni @GentMercatsTV3. Allarguem el #TNTV3 i, a…;1
66;1219682697129463808;RT @tv3cat: ⚠ Seguim pendents dels efectes del temporal Gloria i avui no farem ni #CuinesTV3 ni #ComSiFosAhirTV3. Allarguem el #TNTV3 i, a…;1
67;1219670254198181888;L'escola ha cancel·lat les classes de demà per les fortes ventades (és a Monjuic). Ja tinc les filles escarxofades… https://t.co/aRX8nrxDzR;1
68;1219670354530095104;Ni tant sols els paraigües han aguantat el #TemporalGloria ☔️;1
69;1219670366173483008;RT @info_poblenou: El temporal #Gloria fa caire diversos arbres a la Rambla del #Poblenou  (fotos via: @Aramrp , @albabarb i @llvila) https…;1
70;1219670384963878914;"Està passant: Un ós polar busca refugiar-se del fred a Sant Joan de les Abadesses. #Gloria 
(Mitjans i agències, te… https://t.co/5D0xINvYIF";1
71;1219670634160164865;"RT @carlocitosis: Aquesta setmana ni #Gloria ni #NEUCAT. El que sembla imparable al #BaixMontseny és l'organització popular ;)

Organitzem…";1
72;1219670751877484546;[VÍDEOS] Les onades més imponents causades pel temporal Glòria https://t.co/nZnaYeEMSj;1
73;1219670761323094016;"Ens informen des de Protecció Civil que s'està obrint un cràter d'uns 80 metres de diametre a Plaça Catalunya. 

#Gloria";1
74;1219670762396753920;"RT @elnacionalcat: Temporal #Gloria #EnDirecte | Així han quedat les vies del tren a Sant Pol (Maresme)
https://t.co/gSpGrm39YW https://t.c…";1
75;1219670771661987842;Protecció Civil recomana evitar circular pels carrers propers al riu Tordera a Hostalric https://t.co/xv89bSwLnF;1
76;1219670803148689410;RT @SOSAiguafreda: Avui la nostra estimada mar està ben viva, reclamant el seu espai #TemporalGloria #Begur #CostaBrava https://t.co/flWI5E…;1
77;1219670804851576832;La costa del delta de l’Ebre, en perill pel temporal Glòria https://t.co/Lpd82xAbst;1
78;1219670836828934144;RT @albabarb_: El vent ha arrencat dos dels arbres de la rotonda de la Rambla del Poblenou amb Pujades #Gloria #TemporalCatRàdio #temporalT…;1
79;1219670931255234562;RT @btveltemps: No hi ha cap dubte. Gloria passarà a la història https://t.co/rbeo4KeEt2;1
80;1219670981280784391;Mireu el tweet de @mossos que ens alerta de notícies falses com la de l’anunci de suspensió de les classes. No feu… https://t.co/U6eINBcx2I;1
81;1219671141490593797;Ara @girona_cat suspèn les classes per demà! Avui @ViladeSalt @vinasxifra ha decidit suspendre l'activitat escolar.… https://t.co/84Isuc3VQD;1
82;1219679987562942465;RT @TotSalt: Ara @girona_cat suspèn les classes per demà! Avui @ViladeSalt @vinasxifra ha decidit suspendre l'activitat escolar. Creiem que…;1
83;1219671260352913408;Una dona resulta ferida per la caiguda d’un mur a Balaguer pel temporal #Gloria https://t.co/Ek29rb9529;1
84;1219671274236137472;"RT @324cat: El temporal Gloria fa desaparèixer la platja de Salou 
#TemporalTV3 https://t.co/N4fNiAiD60 https://t.co/8X71jrAdee";1
85;1219671283295801345;"RT @JBarbero23: Doncs res, que a #SantBoi ja hem tombat el capitalisme. 
#Gloria https://t.co/oB2uYcqk1v";1
86;1219671355253194753;El temporal Gloria esborra platges a la Costa Daurada https://t.co/zdILztR7DL;1
87;1219671655347298310;"RT @emergenciescat: Actualització de les Alertes de #ProteccioCivil per l'episodi de vent, onatge, neu i pluja https://t.co/WnC33ApVm1

#Gl…";1
88;1219671782623457280;Fortes onades i platges engolides a la Costa Brava pel temporal Gloria https://t.co/4OmPgcrQno;1
89;1219671854744510466;⚠️❄️ Les estacions de @SnowLaMolina, @Vallter2000 i @ValldeNuria es mantenen tancades de manera preventiva per moti… https://t.co/oVTTAC7F2V;1
90;1219671971082002438;RT @MeteoSantLluis: La borrasca Gloria afectant la Platja de Punta Prima, Sant Lluís.  @meteomercadal @Meteo_Menorca @menorcaaldia @MetIlle…;1
91;1219671983446773760;"RT @Photo_Logistics: https://t.co/llGPjwElhy
Per suposat, el #Gloria ajuda a fer que el #DeltadelEbre s'inundi. Els científics fa temps que…";1
92;1219672000479813633;RT @aleixramia: Feia temps que no veia imatges així al meu país. Contenidors tirats, arbres a terra, cadires volant... Si us plau, que s'at…;1
93;1219672018964176896;RT @MeteoSantLluis: La borrasca Gloria afectant la Platja de Punta Prima, Sant Lluís - 4 @meteomercadal @Meteo_Menorca @menorcaaldia @MetIl…;1
94;1219672063016869889;"RT @lecodesitges: #Glòria: afectacions d'última hora. 
La línia L1 del bus urbà està afectada al carrer Miquel Utrillo, a Vallpineda. Al ca…";1
95;1219677191207780354;"RT @lecodesitges: #Glòria: afectacions d'última hora. 
El @mercatdesitges no obrirà les seves instal·lacions aquesta tarda. Tampoc ho faran…";1
96;1219672110580293639;Ja està formada la línia de precipitació molt intensa que ens arribarà aquesta nit.... la Gloria s’esta enfadant!!!;1
97;1219672204453056512;RT @EsquerraCanonja: Autoprotegiu-vos, Informeu-vos de fonts fiables i truqueu al 112 només en cas d'emergències;1
98;1219672241622978560;RT @FGCcorporatiu: ⚠️❄️ Les estacions de @SnowLaMolina, @Vallter2000 i @ValldeNuria es mantenen tancades de manera preventiva per motius me…;1
99;1219672269020192769;"RT @SERouresTV: ⚠️ ULTIMA HORA ⚠️ 

ESPECTACULARS IMATGES DEL PAS DE LA BORRASCA GLÒRIA PEL POBLE DE SANT ESTEVE DE LES ROURES. #BorrascaGl…";1
100;1219672475291869185;RT @datilindepe: El temporal inunda el delta de l’Ebre i obliga a tancar desenes de carreteres https://t.co/4XMyqJRUnk;1
101;1219672476617187331;#gloria #eltemps Si no plou ens queixem,i si plou també,en que quedem?;1
102;1219672549673533442;RT @krkmu: Localitzat, per fi a casa, gràcies a tots i totes pels retuits, missatges i trucades;1
103;1219672572717162499;[VÍDEOS] Les onades més imponents causades pel temporal Glòria https://t.co/zk5IHxUi70;1
104;1219672717630361600;RT @joanbesson: A veure qui té imatges del riu Mogent, per saber el sidral que hi a Montmeló, en el naixement del Besòs ... ??? (sense fer…;1
105;1219672803806535681;RT @montsecastella: Això són centenars de metres, la mar ha entrat tant... la platja de la Marquesa, lo far del Fangar, les dunes... tremol…;1
106;1219672827332382721;RT @comssibe: Es recomana evitar desplaçaments innecessaris i apropar-se a lleres de rius i zones inundables a causa del temporal #Gloria.…;1
107;1219672869145382912;"RT @parcncollserola: ⚠️Mentre segueixi activa la borrasca #Gloria procureu evitar les activitats a l'aire lliure⚠️
Ja tenim incidències de…";1
108;1219672971809304576;"#tempesta #Gloria i ... pensant sobre el #CanviClimàtic ...
Encara no saps com passar a l'acció? Dilluns @DESOS_ en… https://t.co/KzJrrqUuT3";1
109;1219673419119235072;"RT @CasalEAMP: #tempesta #Gloria i ... pensant sobre el #CanviClimàtic ...
Encara no saps com passar a l'acció? Dilluns @DESOS_ ens tenen u…";1
110;1219673075136040962;RT @SewasKnight: BORRASCA GLORIA EN BARCELONA https://t.co/gY0zWwmeRe via @YouTube #BORRASCA #GLORIA #BORRASCAGLORIA #barcelona #timelapse;1
111;1219673096417878017;RT @Montser40317871: [VÍDEOS] Les onades més imponents causades pel temporal Glòria https://t.co/jSsddGKrm7;1
112;1219673100725497858;El temporal Gloria és anticapitalista.;1
113;1219673164600545286;Com el @govern posi la mateixa fermesa, dignitat i perseverància amb el temporal #Gloria que amb l’Independència, acabarem tots sota aigua.;1
114;1219673165103869953;Olas gigantes de récord en el Port Fòrum https://t.co/DB7egQ9Ofl;1
115;1219673338181750785;Temporal molt fort a Alcaufar. Impressionant! #Gloria #meteo @MiquelSalamanca @TempsIB3 https://t.co/SI27dGv31q;1
116;1221701963848519681;Qui diu centenars, diu milers.. Impressionant! #temporalgloria #cleanup;1
117;1219673349112193026;Un record per tots aquells paraigües caiguts en la batalla. Descanseu en pau. Us heu guanyat la #Gloria #llevantada https://t.co/vIL0gVmOZs;1
118;1219673402421710848;RT @ManelSastre: Així arriba el mar a la platja llarga, al cap de #Salou. Avui cobertura informativa del #TemporalCatRàdio #Gloria https://…;1
119;1219673408339959809;RT @vpartal: El temporal inunda el delta de l’Ebre i obliga a tancar desenes de carreteres https://t.co/lYkRA7ibLm;1
120;1219673430271897601;"Segur que aquests dies és la cançó més repetida de Twitter però es que no em marxa del cap! #Gloria 
https://t.co/uJaCATTOWf";1
121;1219673478342815745;RT @apuntnoticies: #TemporalÀPunt La borrasca Gloria ha tirat a terra fins al 80 per cent dels cítrics en algunes parcel·les de les comarqu…;1
122;1219673520323596288;Tormenta Gloria Causa Estragos En Espana - ENEX Package In Spanish  (Sourced by ENEX) https://t.co/1i9oyrEdSJ https://t.co/9fJC6R1HAW;1
123;1219673533607030784;RT @blaumarti: Sempre hi ha hagut temporals i han escolpit la costa al llarg de centenars d’anys. Voler modificar això amb ports, espigons…;1
124;1219673555505500160;RT @324cat: Uns 7.000 abonats es queden sense llum a la demarcació de Tarragona i Terres de l'Ebre a causa del temporal Gloria #TemporalTV3…;1
125;1219673632735141889;"ℹ️ Les carreteres de la xarxa provincial a poc a poc van retornant a la normalitat. 

✅ CV-589, de #Moixent a la CV… https://t.co/ZVapjaLmfo";1
126;1219676068426256384;"RT @dipvalencia: ℹ️ Les carreteres de la xarxa provincial a poc a poc van retornant a la normalitat. 

✅ CV-589, de #Moixent a la CV-590 (P…";1
127;1219673693179326464;Teniu imatges de la borrasca ‘Gloria’ a Sarrià - Sant Gervasi? Les podeu enviar a redaccio@diarieljardi.cat o a 639… https://t.co/OwsZbZ9bG3;1
128;1219673730970013697;Desbordament del Riu Tordera a l'@AjHostalric. A petició de l'Ajuntament, preparem l'alberg provisional per atendre… https://t.co/SEtXXGNeRQ;1
129;1219683758820995074;RT @CreuRojaCAT: Desbordament del Riu Tordera a l'@AjHostalric. A petició de l'Ajuntament, preparem l'alberg provisional per atendre les 45…;1
130;1219673744848932864;segur que ja s'ha preguntat, però sabem per què no s'accentua la llevantada #Gloria?;1
131;1219673746111418368;Salou perd el tren i la platja en menys de dues setmanes. Clar, ara que ja hi anirà menys de la meitat del personal… https://t.co/IBofX70tyJ;1
132;1219685201246330880;RT @Histrenico: Salou perd el tren i la platja en menys de dues setmanes. Clar, ara que ja hi anirà menys de la meitat del personal, no ten…;1
133;1219673746342076416;RT @SAB_ERC: Agraïm tota la feina que està fent la @PoliciaLocalSAB, @pcsab, @mossos i @emergenciescat a #SantAdrià arran del temporal #Glo…;1
134;1219673820090523649;"RT @avbarrivell: ❗️ ATENCIÓ❗️

⚠️L'Ajuntament de #Girona activa la situació d'emergència pel desbordament del riu #Onyar

⚠️Protecció Civil…";1
135;1219673825232683009;ALERTA: Les platges de Barcelona viuen un dels pitjors temporals de mar del segle https://t.co/2ll9ZY3pdT;1
136;1219673913006923776;RT @ManelCarbonell: Deunidó la que s'ha liat avui. Seguim actualitant i informant. #Sitges #Glòria https://t.co/WwopxRC6f0;1
137;1219675981260173313;RT @ManelCarbonell: Deunidó la que s'ha liat avui. Seguim actualitant i informant. #Sitges #Glòria;1
138;1219673924172238850;Pobre Salou, primer li desapareix el tren, i ara la platja.;1
139;1219673941880508417;"RT @VilaWeb: La costa del delta de l’Ebre s’inunda pel temporal Glòria

https://t.co/Lpd82xiA3T https://t.co/bakMb29gQF";1
140;1219673966253690881;RT @aj_centelles: Es recomana evitar els accessos a la llera del riu Congost i creuar torrents i rieres;1
141;1219674147342704641;Més d'una cinquantena d'incidències a Tarragona pel temporal Gloria https://t.co/eVMxUurrxg;1
142;1219674156960231424;[VÍDEOS] Les onades més imponents causades pel temporal Glòria https://t.co/ESGoLRw5Dz;1
143;1219674297054179329;Demà tornen les classes a #Gandia #normalitat https://t.co/2mBrWlsf87 #temporalGloria #Borrasca #temporalhivernal #gloria;1
144;1219674325122453514;Un reconeixement a tots els paraigües que no han pogut arribar a casa, també víctimes de #Gloria https://t.co/LPSwtBR2rC;1
145;1219674357628391424;Més d'una cinquantena d'incidències a Tarragona pel temporal Gloria #Reus https://t.co/SSI6bVd7zZ;1
146;1219674371528237057;La caiguda d'un arbre aquest matí al Vinyet. Seguiu les darreres novetats del #Glòria a #Sitges al nostre web:… https://t.co/57Ul9i3TsR;1
147;1219675791308591108;"RT @lecodesitges: La caiguda d'un arbre aquest matí al Vinyet. Seguiu les darreres novetats del #Glòria a #Sitges al nostre web:
https://t.…";1
148;1219675836904808452;RT @lecodesitges: La caiguda d'un arbre aquest matí al Vinyet. Seguiu les darreres novetats del #Glòria a #Sitges a… https://t.co/qGgLHBQdSF;1
149;1219674432500895748;El temporal Glòria destrossa els paraigües https://t.co/I6WP7VP88w https://t.co/76i5YpYfyl;1
150;1219674526189084672;ALERTA: El temporal tomba desenes d’arbres a la ciutat https://t.co/mnPgZ5oOS4;1
151;1219674612365217792;RT @doktorkampi: En el que portem de mes, només el temporal #Gloria ha estat capaç de disminuir la contaminació atmosfèrica (PM2,5) a la ci…;1
152;1219674708414816259;RT @ernest_sant: Estic impressionat per moltes de les imatges del #Gloria, però em sento realment apenat pel que està succeïnt al Delta de…;1
153;1219674742648688642;RT @AjMontcada: ‼️⛈️ A causa de les pluges de les últimes hores, es recomana seguir els consells de #ProteccióCivil i no apropar-se al riu…;1
154;1219674778614657024;Els Bombers han atès 1.167 serveis en cinc hores pel temporal Gloria i ja en porten prop de 4.500 https://t.co/lZNkzmSuWd;1
155;1219674834390614019;Interior recomana que demà no s'obrin les escoles a 5 comarques https://t.co/o2X7JSFFJd;1
156;1219674857245421569;ALERTA: El temporal obliga a suspendre classes a diverses escoles de la ciutat https://t.co/x3sVnm2FhS;1
157;1219674873691353089;"Quin temps avui amb la borrasca Gloria. 
Fa molt fred. https://t.co/Fw6JVachY6";1
158;1219674938489147392;"que gran que s'ha fet Hostalric! Si li ha crescut una catedral i tot!! 

Puto canvi climàtic!";1
159;1219674994311139328;"@plantabaixatv3 Una pregunteta, perquè tot el que és dolent te nom femení?
Ara la pitjor tempestat, Gloria, Caterin… https://t.co/M4v9Ge64hD";1
160;1219674998497054720;"RT @eixdiari: EL MAR GUANYA EL SEU TERRENY. El temporal Gloria deixa sense passeig marítim el litoral del Garraf i el Baix Penedès
https://…";1
161;1219675202235269120;RT @Mireia_Bonache: Que sí, que tenim tot el país fet un nyap però això del Delta és molt i molt gros. I no és pas cosa d'un dia o un tempo…;1
162;1219675250612490241;Amb els desastres que està causant el temporal #Gloria fer conya a @catradio ho trobo de lo mes desafortunat;1
163;1219675276365516801;Jovent emancipat, teniu espelmes a casa? #Gloria;1
