;id;text;crisis_label
0;1309543900672073730;"Cumplimiento y responsabilidad generalizada de peralteses/as, en según día medidas esparciales de lucha contra #COVID19

Gracias por la colaboración ciudadana y el trabajo de instituciones así como @policiaforal_na @guardiacivil y PM Peralta 

https://t.co/dcOuUuk4Ks";0
1;1309595725211340805;@anbossan @PedroACruzSnch1 Alemania también maquilló. Y yo ahora lo de #Italia no lo creo. Este país no es un ejemplo de gestión, si no, ¿qué hacen tantos italianos viviendo en España? En Canarias hay mogollón y hablan del desastre de la administración pública italiana. Yo sus datos actuales no los creo;0
2;1308754372814426112;"Apostaría algo gordo a que Irene Montero tiene el síndrome del impostor cada minuto de cada día.
Y, en su caso, justificado.";0
3;1308764186680463360;"@policia ""Este porro no sube""

15 minutos después:";0
4;1308820336964784132;@MortenGlinvad Så kom midtuge runden på plads. Viva España. 😂 https://t.co/15h5QRvrJ0;0
5;1308763065396101130;@JorgeZgz94 @vox_es Mira que te largues a tomar x culo de mi tl, niñatos y gentuza como tú son los q nos van a llevar al mayor desastre en 80 años y encima con el discursito de los cojones y mirando por encima del hombro al currante, vaya futuro os espera...;0
6;1308757225889038337;Gajos com cabelo rapado nunca são impostores nesta vida;0
7;1309481872792195073;@CQMairport @Aeropuerto_BCN @vueling @Airbus @CDTairport Ahhhh bien bien , interesante información, Gracias! 😊;0
8;1308336838546001920;@Kurisuchina16 @AlexV_75 Yo es que no suelo estar pendiente de los streams, me suelo enterar de las novedades por aquí por Twitter.;0
9;1309492440806678528;"Habló de clasismo el que habla de estar con la clase obrera y luego pasarse la vida en los restaurantes más pijos de España! 
El 8 M y los 50.000 muertos es vuestro sello HdP....asi que,porque no te callas vago parasito?";0
10;1310932422004011010;"Chicos ,denunciad a este chico por favor ,se dedica a hacerse cuentas falsas insultando a la streamer a la que ve y hizo un directo llamado ""Hate a Trixy por ser mujer"" refiriendose a Triixy21 ,por favor ,entre todos podemos hacer que este niñato pare https://t.co/ksZOzIzHS8";0
11;1308766868388352001;@SexoGratweeto @jonasnuts Blog com compilação é uma excelente ideia. Trazes bom material ao twitter mas é difícil recuperar para voltar a ler. O blog resolve isso. De qualquer forma, obrigado pelas partilhas.;0
12;1309461047108079616;¿coronavirus? ¿ansiedad? We will never know;0
13;1308791618766602240;"@jorditurull sento moltissim la mort del teu para benvolgut Jordi,segur que desde on sigui,vetllarà per tota la familia
El meu mes sentit condol abraçada forta
EN PAU REPOSI";0
14;1310915818528612360;@maremallorca Interesante;0
15;1309583588132818952;@death4sake @MorenoXX11 La comida no merecio lo mas minimo la operación si ahora hablo mejor y me puedo chupar la nariz;0
16;1309058749789859843;@borradorcrisis Genialidad absoluta! Y con una @NegraModelo queda espectacular!!;0
17;1309539915378679811;No sé si somos conscientes de la crisis institucional en la que estamos entrando;0
18;1309082150814265344;"𝗥𝗘𝗦𝗢𝗡𝗔𝗡𝗖𝗜𝗔 𝗠𝗔𝗚𝗡É𝗧𝗜𝗖𝗔 𝗡𝗨𝗖𝗟𝗘𝗔𝗥 𝗧𝗘𝗥𝗔𝗣É𝗨𝗧𝗜𝗖𝗔 MBST® con un 90% de efectividad terapéutica.

ℹ️ Es un tratamiento revolucionario que produce una reactivación a nivel celular de los tejidos lesionados, reduciendo el dolor y mejorando la funcionalidad. https://t.co/anTnCCQfZ1";0
19;1308391560921387008;@afrycuriel Me he sentido atacada;0
20;1310957687182708736;@kyalox @slayerkinney Ojo que el panettone con chispitas de chocolate mojado en café levanta a los muertos eeh;0
21;1310965016049352707;@buho4444a Joder, en este caso lo de “recogiendo sus muertos”, tal vez sobra…;0
22;1309561007585587201;@Joseluislosa @EmergenciasSev @Ayto_Sevilla 😲;0
23;1310922241194983424;El puto #SteakTartar #Madrid está en @HermanosVinagre. 🤤 Explosión de sabor que se deshace en tu boca. La carne brilla con mordida.🤩 ¡Flipante!. Picaña de vaca #SeleccionLyO con 100 días de maduración, sabor increíble y su grasa para darle untuosidad y dulzor. @carlosvalenti5 https://t.co/WwMntZCV3M;0
24;1310929883057582082;Pamplona instalará placas en reconocimiento a las víctimas de ETA https://t.co/6k186VmYly;0
25;1310912610666151941;@RagnarUbbe Bueno al parecer apuntaba, pero solo ha hecho una temporada buena en Mainz, el resto de temporadas incluída una sesión en Las Palmas mal muy mal. Encima año y medio de lesiones. Ojalá la rompa (jugando, no la pierna).;0
26;1308403559789195265;Covid + Bachillerato = Mi muerte;0
27;1308374800520425472;Una señora de Twitter me ha reconocido por la calle y me ha dicho Fascista de mierda, terrorista, quieres matar al presidente.... Todos la han tomado por loca y me he descojonado. Gracias a todos los soplapollas que difundis mi foto diciendo que quiero asesinar a maestre y al pre;0
28;1308157317607837698;Jsuis mort mentionne moi la prochaine fois;0
29;1309552839627280384;Es sabido que esa mision de UE que vino esta semana a Venezuela, fue enviada por J Borrell, sin consulta previa de autoridades la UE. Pdte Español viajo Lunes a Bruselas aparentemente a ese efecto, la idea parece ser lavarle la cara a NM por publicacion el informe DDHH la ONU.;0
30;1308358586268037121;"🩺@MareaSanidad exige equipos de rastreo provinciales para liberar los centros de salud.
Reclama un aumento presupuestario del 25% en el gasto sanitario en Atención Primaria,recuperar las consultas presenciales y retomar la atención integral a la población
https://t.co/KWvbeGz9dL";0
31;1309550577039347717;"@agpbcn61 @equipoGabilondo Del ""Desaparecido"" ni me hables... contenta me tiene...";0
32;1308756245726322688;@EspejoPublico @VilaSilva Hay tantas historias, alguien tendría que contar la del triangulo de la muerte, tres pueblos de Vizcaya;0
33;1308795826307837953;@Er_dxvid_pai @realhlamuerte @itsaandra_ Diloo;0
34;1309499111637430275;"Dos nuevos asesinatos machistas, en Santander y en Valencia, que elevan a 35 la dramática cifra de víctimas este 2020. Mi rotunda condena, Ni un paso atrás frente a la #ViolenciaDeGénero 
☎️ 016 
#BastaYa #NiUnaMenos
#ViolenciaDeGénero https://t.co/xGpdqbmQfN";1
35;1308400860762968065;"Ônibus, metrô e avião = certeza que vou ver um cara olhando putaria no Wpp. E certeza que a pessoa que enviou não tem absolutamente nada na cabeça. Provavelmente a que tá olhando, também.

And let the unfollow storm begin";0
36;1310931212496707586;El streaming de pokemon... https://t.co/Wzb7ZfovoS;0
37;1308808910158127104;"Before 2020, one would be handling events w/850 registrations running around in large venues. 💻 If you missed it live, webinar 1 of our series on ""Public health ethics, law and human rights for the future of humanity"" is now available at https://t.co/aiVKQz8YFJ
#phethicsseries https://t.co/HzepFwRhGY";0
38;1310931801293062145;Que dirán sus votantes de la comunidad de Madrid con este continuo bombardeo la insistencia mosquea bastante;0
39;1309603598440030210;"Errejón beca black, informe de sus relaciones con la asesina tiranía narcoterrorista chavista, financiación ilegal, blanqueo de capitales, según la DEA. De la siniestra finalidad de Podemos creado a raíz del pacto con Chávez para colaborar en todo lo peor.
https://t.co/hPlQocCBDf";0
40;1309089035055443975;"..antes d ir a CARREFOUR d MAR D CRISTAL pare n PARKING parque EL CAPRICHO xq vi furgoneta con lema CHARLIE DON'T SURF d APOCALIPSIS NOW y al volver vi CONTENEDOR d ESCOMBROS ""AYUSO""=presidentA d MADRID..y en radio escuche ministro SANIDAD SALVADOR Illa q vienen SEMANAS DIFICILES https://t.co/ntB05VuTyK";0
41;1310956931096498177;"A les properes eleccions (IL·LEGALS) a Catalunya, els partits independentistes, si volen recuperar credibilitat, haurien d presentar-se plegats amb l'objectiu d'aixecar la #DUI si tenen el 50%+1 de vots.
Qui no ho vulgui, que no es faci dir independentista.
PROU EXCUSES!";0
42;1309090419817492480;@MortaSiciliana https://t.co/3pjedDuNeT;0
43;1308422722725257219;@mixoxomoreno Estamos muertos;0
44;1309547388546228224;"El Mudito. 
Parece que aún no ha entendido que él, al igual que jueces, policías y militares no pueden profesar ideología alguna, ni añoranza de viejos tiempos.  Muduto VI, pa mí que como no espabiles te quedan 4 telediarios.";0
45;1310960805282803722;Servicio primario desde A Estrada a medulares del CHUAC #HEMS #Emergencia #Galicia #XXXaniversario https://t.co/x2gktlTkoB;0
46;1309077357261709313;Totana: cuando los niveles de coronavirus vuelven a crecer después de un confinamiento , más detalles : https://t.co/ck6gGjCMc0;0
47;1310930189019422721;@_nadalgil Es pot esperar alguna cosa bona d’un criminal de guerra ? Aquesta ruïna humana te mes morts sobre la seva conciencia que el mateix Sadam Husein #SpainIsNotADemocracy #SpainIsAFascistState #SpaninIsAInquisition;0
48;1310929219833167872;Bon bha au final dormir avec un masque c'est pas non plus la mort, je me suis pas étouffer mdrrr et je suis bientôt arrivé;0
49;1309573547157860358;Ataque frontal y lleno de desconocimiento.;0
50;1310964677116145666;@Virginia_JL @amaroferreiro @santiagoalcanda @ComoLoOyes_R3 @asidesastre La historia viene de sus primeros pobladores, que huían de un taimado Conde, de cuyo nombre no puedo acordarme... pero que te cuente mejor Amaro... 😉;0
51;1310923318162268160;A les aules: distància, mans i mascareta. Genial. A la gespa, però, més de vint persones dinen sense respectar cap mena de mesura de seguretat. Açò és inadmissible, @UJIuniversitat. https://t.co/qIwhqM5VMf;0
52;1310948675376623617;Desokupa responde a los ataques de La Sexta: «¡Hemos recuperado 140 pisos en septiembre!» https://t.co/BzCiBPUh8e vía @Altavoz de Sucesos;0
53;1308746573799731200;L’esport base, de qualsevol disciplina,mereix molt més RESPECTE de les autoritats. No només per la transmissió de valors,sino per la funció de creació de personal REFERENT per la societat,tant en l’àmbit esportiu com empresarial. La falta de criteri ens mata com a societat.;0
54;1308422488104329217;Mortel poto 👍et face au con?;0
55;1309048589050576896;@PoliciaLocalARN Pero ni se nota, dense una paseo  por todas las calles y saquen cuenta cuantos coches están aparcados en sitios donde no deben estar y se sorprenderan, sobre todo de noche!!creo que se les agotarán las papeletas de multa;0
56;1310959912470679552;Definición gráfica de un “Bombero incendiario”... otra forma de gestionar emergencias por #IIFF;0
57;1310917309679177728;"@GamusinoComun @anewhopeleia @ierrejon Vamos a ver,son dos cosas distintas,en Salamanca se manifestaron como lo podría hacer cualquier persona,por que es un derecho.
Otra cosa es salir a marchar y cometer desmanes,atacar a la policía ,es lógico que se lleven algún recado .";0
58;1310932937827905536;Los medios de comunicación como pueden tener tan engañados a todo el mundo, ni una sola noticia que no sea coronavirus y la gente que se lo cree todo peor aún;0
59;1309458501136244738;"@SantiCamach0 La comunidad de Madrid, desorientando y erre que erre con su victimismo y su ir por libre y a contracorriente. La presión de la derecha propició la temprana y abierta apertura.
Pero el acierto y éxito está en el ordenado comportamiento de cada ciudadano";0
60;1310926106271383552;"Cambiando de conversación;
Que nada se oye sobre el cuerpo que falta por rescatar del vertedero, no?";0
61;1309568794558255104;@ViveLaFrance999 @bibig1964 Tout en oubliant pas que les anciens locaux de Charte n’étaient pas protégés alors le symbole et la plaque commémorative est placée à cet. Le terrorisme frappe souvent les symboles. En ça il a mis dans le mille, pas #Darmanin;0
62;1308766846963929089;@levycorreia @NatliaPinto2 @IdeiasII @luisferreira_47 @buk3http @AnaCatarinaOrt @pitabelmonte @saogama @FranciscaTeodo3 @HerminioCoelho4 @ccafaro1 @isabecarve @TarecaPlantier @LourencoNatalia @HerminioCerq @hmarianeves @IsabM @RuiFrancoSilva @lembra_quem @lfilipe_moreira @HFormiguinhas @AntnioLopes20 @FatimaAntero @dealmeidaperei2 @jasenascedragao @esquilo71 @NicolinaGuim @nelasilva @miguelj85434039 Boa tarde Levy👍;0
63;1308395969122373632;@SoyHow Si, se ha visto clarisimo, parecía que le habían dado las consignas para cargar contra Echenique y Monedero, las necedades de he equivocado un verbo y me ataca la gente iban de su cosecha, no se puede ser mas tonta;0
64;1308339957216481280;"Pablo Iglesias, debería recordar que ahora está en el Gobierno y encima como vicepresidente.¿ Donde están las soluciones que tiene que ofrecer y ejecutar ante la pandemia y la crisis, en lugar de las críticas que hace.?
Criticas muchas, soluciones cero.";0
