;id;text;crisis_label
0;1364339236883857410;@spainprosnooker @Eurosport_ES @martintxo Va limpiar la mesa ? La centena ?;0
1;1364998961166131201;@HiraethResists Thanks for actually responding to my snarky tweets. New account. Rebuilding is next to impossible and mostly I feel invisible. I appreciate your likes and such 🤪🤪;0
2;1365004353581371396;"REJECT MILITARY COUP

#WhatsHappeningInMyanmar";0
3;1364992435202387971;"REJECT MILITARY COUP

#WhatsHappeningInMyanmar
#Feb25Coup";0
4;1364566053586685953;"@PatMirror Una barbaridad y un robo a mano armada...A mi también me lo llevan pagando toda la vida... Me niego en rotundo a pagarlo, ni a pagarlo por mis hijos.... Estamos locos??
Hay que cambiar estos hábitos y dejar de regalar dinero a ""los muertos"" que así se conocía este puto pago";0
5;1364503023486177280;@MDPilar6 A veces limpiar a fondo va bién. No hay mal q por bién no venga.;0
6;1364993479928123395;"HAY UNA BANDA DE FACISTAS CRIMINALES Y ASESINOS,CON NOMBRE Y APELLIDOS,PARTIDO TERRORISTA MADE IN IRAN.MARCA VOX.
¡¡ YO ROJO INDEPENDENTISTA  ANTI FACISTAS TERRORISTAS Y ASESINOS DE VOX!!";0
7;1364513921089081344;"@IgualdadAnimal  ""La granja dels horrors"": Sobreviuent entre excrements, sense atenció veterinària. Això s’ha d’aturar!!! #GranjaHorrores https://t.co/D9Ic18Rolt";0
8;1364974349510463493;@batallivol El primer que cal és claredat. Després cal passar la factura a tothom. Has demanat un crèdit per aquesta crisi, tu?;0
9;1364516865935040512;@vviendosinprisa @antoniopuche19 Lindisimo Paco .Te llamas como mi hermano ya muerto hace 8 años y le llamábamos así como en Granada de estila yo soy de Barcelona pero tengo 4 hermanos que nacieron allí y 2 hermanas que nacieron aquí de los de Granada se murieron los dos hermanos por cáncer https://t.co/pX17RmOVHM;0
10;1364506470776209409;Es obvio que quienes más asesinan son hombres y la mayor proporción de víctimas también son hombres y  sin embargo quienes más viven la vida son las mujeres con los hombres, gracias a cuya unión crece la humanidad, como también es obvio.;0
11;1364910023818809347;"👩‍🍳 Avui tenim dijous de raviolis a la #CNGCafeteria! La Mica ens mostra com es fan de manera totalment casolana. T'animes a venir a provar-los?

#CNG #CNGranollers #CNGCafeteria #raviolis en Club Natació Granollers https://t.co/z3TsdWZjie";0
12;1364517264020697089;"#Cuba conmemora hoy el 126º aniversario del reinicio de las luchas revolucionarias contra el colonialismo español y el 2º aniversario de su #Constitución vigente.

24 de febrero de 1895: Otra vez el grito de: 

¡Independencia o muerte! 🇨🇺

#CubaViva #PatriaOMuerteVenceremos https://t.co/isKopeijcl";0
13;1364989064705953792;"Franchement qu’ils nike leurs mère avec leur confinement et leurs couvre feu de merde j’ai juré Sayai c’est bon on va serré là 
#confinement3 #coronavirus #COVID19 #COVID19france";0
14;1364975184504119298;@bombers_man 😂😂😂😂😂😂 Després potser dormiria tres mesos seguits de la ressaca!!;0
15;1364990206173016067;"REJECT MILITARY COUP

#WhatsHappeningInMyanmar
#Feb25Coup";0
16;1364988988373626883;"REJECT MILITARY COUP

#WhatsHappeningInMyanmar
#Feb25Coup https://t.co/7Jw0yuDod8";0
17;1364539458658443266;@wallas6090 @ifdez360glt @Tordy33764372 @QuicoSalles @estudismilitars gens?;0
18;1364989962395947010;"REJECT MILITARY COUP

#WhatsHappeningInMyanmar
#Feb25Coup";0
19;1364337646902853639;"Fotografía submarina: las mejores imágenes de los océanos de 2021

https://t.co/BRQ6UAgW6U";0
